Artist Name,Song Name,Days,Top 10 (xTimes),Peak Position,Peak Position (xTimes),Peak Streams,Total Streams,Release Date,Genre,Broad Genre
YoungBoy Never Broke Again ,Rough Ryder,1,0,104,0,284557,284557,2020/4/24,baton rouge rap,Hip Hop
Roddy Ricch ,Moonwalkin,1,0,181,0,284555,284555,2020/9/11,melodic rap,Hip Hop
YoungBoy Never Broke Again ,I Can't Take It Back,1,0,126,0,284501,284501,2021/10/5,baton rouge rap,Hip Hop
Porter Robinson ,Get Your Wish,1,0,142,0,284429,284429,2021/4/23,complextro,Electronic
ILLENIUM ,Paper Thin,1,0,113,0,284291,284291,2020/7/17,edm,Electronic
Young Thug ,Future Swag,2,0,159,0,153982,284228,2016/8/26,atl hip hop,Hip Hop
D'Angelo ,1000 Deaths,3,0,81,0,106005,284073,2014/12/15,indie soul,R&B
Supreme Cartel Fye ,Ocean Wavy,1,0,100,0,283954,283954,2008/10/1,,undefined
PARTYNEXTDOOR ,TOUCH ME,1,0,144,0,283936,283936,2023/11/30,r&b,R&B
Earl Sweatshirt ,The Bends,1,0,192,0,283928,283928,1995/3/13,alternative hip hop,Hip Hop
Mitski ,Heat Lightning,1,0,115,0,283890,283890,2022/2/4,brooklyn indie,Rock
Sia ,Elastic Heart,4,0,158,0,81820,283859,2015/5/4,australian dance,Electronic
Don Toliver ,Spaceship,1,0,165,0,283829,283829,2004/2/10,pop rap,Hip Hop
XXXTENTACION ,Off the Wall!,1,0,139,0,283645,283645,2017/7/14,emo rap,Hip Hop
Lil Skies ,Mansion,1,0,175,0,283484,283484,2015/3/31,melodic rap,Hip Hop
Lovejoy ,Concrete,1,0,128,0,283405,283405,2020/5/29,pixel,Pop
Machine Gun Kelly ,9 lives,1,0,153,0,283402,283402,2024/4/12,ohio hip hop,Hip Hop
Dwayne Johnson ,You're Welcome,2,0,176,0,143650,283391,2019/3/1,,undefined
Khalid ,Satellite,1,0,133,0,283114,283114,2022/5/20,pop,Pop
David Bowie ,Dollar Days,2,0,87,0,162806,283068,2016/1/8,art rock,Rock
Lady Gaga ,Grigio Girls,2,0,154,0,151771,283025,2016/10/21,art pop,Pop
Roddy Ricch ,crash the party,1,0,165,0,282935,282935,2019/3/14,melodic rap,Hip Hop
Why Don't We ,Feliz Navidad  Recorded at Spotify Studios NYC,1,0,194,0,282913,282913,2018/11/19,boy band,Pop
Lizzo ,The Sign,1,0,123,0,282839,282839,1993/12/24,escape room,Pop
DaBaby ,WIG,1,0,167,0,282760,282760,2022/5/11,hip hop,Hip Hop
The Killers ,Blowback,1,0,121,0,282749,282749,2017/8/4,alternative rock,Rock
Lil Durk ,Die Slow,1,0,130,0,282640,282640,2021/3/1,chicago drill,Hip Hop
The Weeknd ,Heartless  Vapor Wave Remix,1,0,124,0,282594,282594,2020/4/2,canadian contemporary r&b,R&B
H.E.R. ,Damage,1,0,115,0,282376,282376,2020/10/21,r&b,R&B
Nick Jonas ,2Drunk,1,0,118,0,282135,282135,2021/3/12,dance pop,Pop
Eslabon Armado ,¿Donde Has Estado?,1,0,125,0,282014,282014,2020/7/17,corrido,Latin
PARTYNEXTDOOR ,SHOWING YOU,1,0,146,0,282003,282003,2020/3/26,r&b,R&B
Halsey ,Darling,1,0,113,0,281963,281963,2023/3/24,electropop,Pop
LANY ,you!,1,0,130,0,281797,281797,2021/2/5,la pop,Pop
Drake ,Ignant Shit,1,0,160,0,281771,281771,2009,canadian hip hop,Hip Hop
Avicii ,Talk To Myself,2,0,66,0,194572,281743,2022/10/14,dance pop,Pop
Lil Yachty ,Better,1,0,116,0,281721,281721,2023/10/20,atl hip hop,Hip Hop
Pentatonix ,Hark! The Herald Angels Sing,4,0,141,0,82229,281689,2024/4/12,a cappella,Jazz
Marshmello ,You & Me,1,0,111,0,281661,281661,2010/6/23,brostep,Electronic
The Lumineers ,ROLLERCOASTER,1,0,137,0,281485,281485,2014/7/14,folk-pop,Pop
Summer Walker ,White Tee,1,0,128,0,281433,281433,2020/7/10,r&b,R&B
Lovejoy ,Model Buses,1,0,131,0,281400,281400,2021/10/14,pixel,Pop
Ty Dolla $ign ,Track 6,1,0,116,0,281367,281367,2020/10/23,hip hop,Hip Hop
j,hope  STOP,1,0,125,0,281297,281297,2019/1/30,conscious hip hop,Hip Hop
Ski Mask The Slump God ,Fire Hazard,1,0,139,0,281288,281288,2021/6/25,hip hop,Hip Hop
Chris Brown ,Overtime,1,0,142,0,281254,281254,2023/10/13,r&b,R&B
OneRepublic ,Didn't I,1,0,168,0,281198,281198,1970,piano rock,Rock
Earl Sweatshirt ,2010,1,0,138,0,281165,281165,2022/4/1,alternative hip hop,Hip Hop
Juice WRLD ,Long Gone,1,0,174,0,281147,281147,2018/12/10,chicago rap,Hip Hop
Linkin Park ,Nobody Can Save Me,1,0,120,0,281088,281088,2017/5/19,alternative metal,Metal
Kane Brown ,Worship You,1,0,132,0,281088,281088,2020/8/14,black americana,Country
Zach Bryan ,Open the Gate,1,0,172,0,281067,281067,2022/5/20,classic oklahoma country,Country
6ix9ine ,DOOWEE,1,0,115,0,281053,281053,2018/4/10,emo rap,Hip Hop
Lil Yachty ,Pardon Me (Lil Yachty feat. Future & Mike WiLL MadeIt),1,0,124,0,280927,280927,2020/5/29,atl hip hop,Hip Hop
Jesy Nelson ,Boyz,1,0,117,0,280904,280904,1988/9/13,,undefined
Jhené Aiko ,Summer 2020  interlude,1,0,199,0,280859,280859,2020/3/6,r&b,R&B
A Boogie Wit da Hoodie ,Streets Don't Love You,1,0,197,0,280828,280828,2023/10/25,melodic rap,Hip Hop
Trippie Redd ,Pegasus,1,0,140,0,280771,280771,2021/2/16,melodic rap,Hip Hop
Freddie Gibbs ,Gang Signs,1,0,111,0,280739,280739,2020/2/28,alternative hip hop,Hip Hop
Polo G ,Relentless,1,0,138,0,280690,280690,2013/2/26,chicago rap,Hip Hop
OneRepublic ,Someday,1,0,114,0,280636,280636,2023/10/26,piano rock,Rock
YoungBoy Never Broke Again ,Hold Your Own,1,0,131,0,280627,280627,2022/8/5,baton rouge rap,Hip Hop
Rex Orange County ,Always,1,0,152,0,280586,280586,2018/10/5,bedroom pop,Pop
ABBA ,Gimme! Gimme! Gimme! (A Man After Midnight),1,0,154,0,280584,280584,1979,europop,Pop
5 Seconds of Summer ,2011,1,0,174,0,280583,280583,2021/12/3,boy band,Pop
Rod Wave ,OMDB,1,0,139,0,280571,280571,2021/3/26,florida rap,Hip Hop
YoungBoy Never Broke Again ,Shadows,1,0,108,0,280555,280555,2024/3/8,baton rouge rap,Hip Hop
Gunna ,On A Mountain,1,0,175,0,280539,280539,2019/2/22,atl hip hop,Hip Hop
Kodak Black ,Malcolm X.X.X.,1,0,177,0,280529,280529,2018/12/14,florida drill,Hip Hop
Lil Pump ,Fasho Fasho,1,0,177,0,280466,280466,2019/2/22,emo rap,Hip Hop
Migos ,Time For Me,1,0,151,0,280436,280436,1978/3/16,atl hip hop,Hip Hop
J Balvin ,Cuando Tú Quieras,1,0,168,0,280393,280393,2018/5/25,reggaeton,Latin
Flume ,Rushing Back,1,0,144,0,280250,280250,2019/9/27,australian dance,Electronic
The Rolling Stones ,Sympathy For The Devil  50th Anniversary Edition,1,0,141,0,280233,280233,1968/12/6,album rock,Rock
Rich Brian ,Amen,1,0,116,0,280226,280226,2018/10/5,indonesian hip hop,Hip Hop
Tory Lanez ,Pa Mi,1,0,129,0,280217,280217,2019/5/10,canadian hip hop,Hip Hop
G,Eazy  Nothing Wrong,1,0,82,0,280177,280177,2017/8/3,indie pop rap,Hip Hop
Summer Walker ,Like It,1,0,144,0,280131,280131,2018/4/6,r&b,R&B
220 KID ,Stupid Feelings,1,0,115,0,279928,279928,2021/8/6,uk dance,Electronic
Young Thug ,Audemar,1,0,144,0,279859,279859,2018/8/17,atl hip hop,Hip Hop
Taylor Swift ,"Carolina  ""Where The Crawdads Sing""  Video Edition",1,0,159,0,279727,279727,2022/6/24,pop,Pop
Mr Eazi ,Oh My Gawd,1,0,119,0,279712,279712,2020/9/12,afrobeats,R&B
Alessia Cara ,Trust My Lonely,1,0,163,0,279603,279603,2018/11/30,canadian contemporary r&b,R&B
DJ Khaled ,Thank You,1,0,156,0,279453,279453,1999/6/1,hip hop,Hip Hop
$uicideboy$ ,Nicotine Patches,1,0,140,0,279299,279299,2018/9/7,cloud rap,Hip Hop
5 Seconds of Summer ,Castaway,3,0,158,0,97072,279288,2023/10/20,boy band,Pop
Lil Durk ,Shootout @ My Crib,1,0,136,0,279276,279276,2022/3/11,chicago drill,Hip Hop
Chris Brown ,Bitches N Marijuana,4,0,173,0,72177,279208,2015/2/24,r&b,R&B
Logic ,Intro,1,0,112,0,279208,279208,2020/9/2,conscious hip hop,Hip Hop
Martin Garrix ,Pressure,1,0,115,0,279177,279177,2023/6/23,dutch edm,Electronic
Russ ,Paranoid,1,0,165,0,279044,279044,1970/9/18,hawaiian hip hop,Hip Hop
A Boogie Wit da Hoodie ,Ballin,1,0,171,0,278990,278990,2019/6/28,melodic rap,Hip Hop
Megan Thee Stallion ,Intercourse,1,0,132,0,278934,278934,2016/2/26,houston rap,Hip Hop
Jon Bellion ,JT,1,0,147,0,278914,278914,2024/2/2,indie pop rap,Hip Hop
Zedd ,Inside Out,1,0,118,0,278885,278885,1998/2/24,complextro,Electronic
The Lumineers ,Left For Denver,1,0,135,0,278867,278867,2019/9/13,folk-pop,Pop
Quavo ,Us vs. Them,1,0,142,0,278818,278818,2024/3/29,atl hip hop,Hip Hop
TOOL ,Sober,1,0,137,0,278797,278797,1993/4/6,alternative metal,Metal
Don Toliver ,Company Pt 2,1,0,122,0,278713,278713,2021/10/8,pop rap,Hip Hop
BTS ,Butter (Instrumental),1,0,144,0,278673,278673,2021/6/4,k-pop,Pop
Troye Sivan ,Plum,1,0,141,0,278650,278650,2023/3/16,australian pop,Pop
Prince ,A Case of You,2,0,131,0,162492,278632,1971/6/22,funk,R&B
Mariah Carey ,Santa Claus Is Comin' to Town,3,0,148,0,127786,278500,1981,dance pop,Pop
Lil Yachty ,POP OUT,1,0,136,0,278338,278338,2023/9/24,atl hip hop,Hip Hop
The Lumineers ,In The Light,2,0,127,0,149647,278325,1995,folk-pop,Pop
NAV ,Count on Me (Intro),1,0,140,0,278324,278324,2022/9/9,canadian hip hop,Hip Hop
Florence + The Machine ,King,1,0,123,0,278293,278293,2016/8/23,baroque pop,Pop
TOOL ,Forty Six & 2,1,0,140,0,278194,278194,1996/9/17,alternative metal,Metal
Roddy Ricch ,Perfect Time,1,0,192,0,278186,278186,2019/12/6,melodic rap,Hip Hop
Daniel Caesar ,OPEN UP,1,0,147,0,278167,278167,2019/6/28,canadian contemporary r&b,R&B
Rex Orange County ,THREAT,1,0,137,0,278141,278141,2022/8/9,bedroom pop,Pop
Agust D ,People,1,0,135,0,278115,278115,2020/1/10,k-rap,Hip Hop
Lil Baby ,Low Down,1,0,132,0,277833,277833,2020/5/1,atl hip hop,Hip Hop
Daddy Yankee ,RUMBATÓN,1,0,151,0,277811,277811,2022/3/25,latin hip hop,Hip Hop
Chelsea Cutler ,please,1,0,150,0,277738,277738,2011/4/16,alt z,Pop
Jon Bellion ,I FEEL IT,1,0,134,0,277738,277738,2021/9/17,indie pop rap,Hip Hop
SoMo ,Bad Chick,3,0,159,0,96947,277675,2015/9/11,pop r&b,R&B
Mac Miller ,What Do You Do,1,0,133,0,277604,277604,1980/7/25,hip hop,Hip Hop
Roddy Ricch ,Ghetto Superstar,1,0,142,0,277584,277584,2022/9/8,melodic rap,Hip Hop
Arctic Monkeys ,Golden Trunks,1,0,152,0,277533,277533,2018/5/10,garage rock,Rock
YoungBoy Never Broke Again ,Dead Trollz,1,0,121,0,277479,277479,2020/9/11,baton rouge rap,Hip Hop
Baby Keem ,booman,1,0,153,0,277346,277346,2021/9/10,hip hop,Hip Hop
Troye Sivan ,Seventeen,1,0,142,0,277322,277322,2009/7/15,australian pop,Pop
Lil Durk ,Headtaps,1,0,139,0,277312,277312,2022/3/11,chicago drill,Hip Hop
Young Thug ,Best Friends,3,0,157,0,101579,277240,2024/3/23,atl hip hop,Hip Hop
H.E.R. ,I Can't Breathe,1,0,124,0,277213,277213,2017/11/10,r&b,R&B
Offset ,Underrated,1,0,182,0,277193,277193,2022/1/21,atl hip hop,Hip Hop
NAV ,Just Happened,1,0,146,0,277088,277088,2018/5/18,canadian hip hop,Hip Hop
6ix9ine ,TUTU,1,0,153,0,277087,277087,2020/9/4,emo rap,Hip Hop
Ellie Goulding ,Flux,1,0,182,0,277084,277084,2023/5/7,indietronica,Pop
XXXTENTACION ,Hi Wendy!,1,0,147,0,277054,277054,2019/1/23,emo rap,Hip Hop
BROCKHAMPTON ,WINDOWS,1,0,148,0,277029,277029,2018/1/15,boy band,Pop
The Band CAMINO ,Crying Over You,1,0,134,0,276796,276796,2020/7/31,hopebeat,Pop
Hozier ,To Noise Making (Sing),1,0,183,0,276677,276677,2019/3/1,irish singer-songwriter,Folk/Acoustic
Lil Mosey ,So Fast,1,0,158,0,276659,276659,2019/11/8,melodic rap,Hip Hop
j,hope  Safety Zone,1,0,133,0,276602,276602,2022/7/15,conscious hip hop,Hip Hop
Maren Morris ,Better Than We Found It,1,0,149,0,276503,276503,2020/10/2,classic texas country,Country
Aminé ,Roots,1,0,140,0,276392,276392,2015/8/27,pop rap,Hip Hop
Joey Bada$$ ,Cruise Control,1,0,126,0,276388,276388,2024/3/29,conscious hip hop,Hip Hop
Christina Aguilera ,Accelerate,1,0,147,0,276346,276346,2018/6/15,dance pop,Pop
Kygo ,Never Really Loved Me,1,0,124,0,276294,276294,2022/7/1,edm,Electronic
Future ,Ain't Coming Back,1,0,164,0,276274,276274,2019/1/18,atl hip hop,Hip Hop
Nick Jonas ,Champagne Problems,2,0,125,0,165515,276251,2020/12/11,dance pop,Pop
Carnage ,Wait For Me,1,0,149,0,276225,276225,2019/7/26,death metal,Metal
NAV ,Last of the Mohicans,1,0,144,0,276161,276161,1992/1/1,canadian hip hop,Hip Hop
Gryffin ,Safe With Me,1,0,138,0,276095,276095,2020/11/19,edm,Electronic
Mac Miller ,Party On Fifth Ave.,1,0,126,0,276093,276093,2011/11/8,hip hop,Hip Hop
The Killers ,The Man,1,0,104,0,276063,276063,2019/8/23,alternative rock,Rock
Ty Dolla $ign ,Lil Favorite,1,0,106,0,276024,276024,2017/10/27,hip hop,Hip Hop
Rusted Root ,Send Me On My Way,1,0,149,0,275917,275917,1996/11/12,jam band,Country
Moneybagg Yo ,Rocky Road,1,0,187,0,275886,275886,2022/10/7,memphis hip hop,Hip Hop
Clairo ,Amoeba,1,0,139,0,275827,275827,2021/7/16,bedroom pop,Pop
Kristin Chenoweth ,Why Couldn't It Be Christmas Every Day?,1,0,195,0,275770,275770,2006/11/14,broadway,Easy listening
ZAYN ,BRIGHT,2,0,125,0,160589,275673,2016/3/25,pop,Pop
XXXTENTACION ,ATTENTION!,1,0,199,0,275638,275638,2019/12/6,emo rap,Hip Hop
Rod Wave ,Rockstar Heart,1,0,141,0,275572,275572,2022/8/12,florida rap,Hip Hop
ODESZA ,Line Of Sight,1,0,120,0,275570,275570,2017/9/8,chillwave,Rock
DJ Khaled ,THIS IS MY YEAR,1,0,122,0,275522,275522,2021/4/30,hip hop,Hip Hop
Ty Dolla $ign ,My Friends,1,0,148,0,275409,275409,1979,hip hop,Hip Hop
Charlie Puth ,Girlfriend,1,0,121,0,275401,275401,2007/4/17,pop,Pop
Avicii ,Silhouettes  Original Radio Edit,1,0,137,0,275372,275372,2012/4/27,dance pop,Pop
Bon Iver ,____45_____,2,0,184,0,143506,275365,2016/9/30,chamber pop,Pop
Eslabon Armado ,SOLO,1,0,182,0,275329,275329,2022/5/6,corrido,Latin
TOOL ,Chocolate Chip Trip,1,0,166,0,275183,275183,2019/8/30,alternative metal,Metal
YoungBoy Never Broke Again ,Nawfside,1,0,114,0,275172,275172,2020/4/24,baton rouge rap,Hip Hop
j,hope  What if…,1,0,137,0,275137,275137,2024/3/29,conscious hip hop,Hip Hop
James Blake ,Coming Back,1,0,124,0,275130,275130,2021/10/8,art pop,Pop
PnB Rock ,Fuck Up The City,1,0,152,0,275125,275125,2019/5/2,melodic rap,Hip Hop
NF ,Time  Extended,1,0,164,0,275112,275112,2019/3/4,hip hop,Hip Hop
Lovejoy ,It's All Futile! It's All Pointless!,1,0,139,0,275043,275043,2021/10/14,pixel,Pop
SZA ,Jodie,1,0,164,0,275028,275028,2022/6/9,pop,Pop
Wiz Khalifa ,Rain,1,0,155,0,274868,274868,2020/5/29,hip hop,Hip Hop
Kodak Black ,Feelin' Peachy,1,0,156,0,274833,274833,2021/6/10,florida drill,Hip Hop
A Boogie Wit da Hoodie ,4 Min Convo (Favorite Song),1,0,199,0,274818,274818,2018/12/21,melodic rap,Hip Hop
Rick Ross ,Nobody's Favorite,1,0,135,0,274748,274748,2019/8/15,dirty south rap,Hip Hop
Michael Bublé ,Ave Maria,3,0,123,0,114395,274635,2005/1/1,adult standards,Easy listening
Linkin Park ,A Place For My Head,1,0,122,0,274600,274600,2000,alternative metal,Metal
Alicia Keys ,If I Ain't Got You,1,0,151,0,274538,274538,2003/12/2,neo soul,R&B
YoungBoy Never Broke Again ,Okay,1,0,178,0,274377,274377,2017/10/4,baton rouge rap,Hip Hop
Chris Stapleton ,Whiskey And You,2,0,73,0,154250,274363,2015/5/4,contemporary country,Country
Zara Larsson ,All the Time,1,0,145,0,274164,274164,2013/1/1,pop,Pop
Miley Cyrus ,Nothing Else Matters,1,0,144,0,274147,274147,1991/8/12,pop,Pop
Denzel Curry ,Walkin,1,0,158,0,274054,274054,2022/3/25,dark trap,Hip Hop
Oliver Tree ,Cowboys Don’t Cry,1,0,149,0,273954,273954,2022/2/18,alternative hip hop,Hip Hop
Bon Iver ,00000 Million,2,0,178,0,140781,273922,2016/9/30,chamber pop,Pop
Chance the Rapper ,Town On The Hill,1,0,141,0,273905,273905,2019/7/26,chicago rap,Hip Hop
Gunna ,Out The Hood,1,0,184,0,273816,273816,2019/2/22,atl hip hop,Hip Hop
BROCKHAMPTON ,BOOGIE,1,0,136,0,273795,273795,2017/12/15,boy band,Pop
Don Toliver ,Candy,1,0,179,0,273738,273738,2018/3/30,pop rap,Hip Hop
Linkin Park ,Talking to Myself,1,0,123,0,273720,273720,2024/4/9,alternative metal,Metal
ILLENIUM ,Wouldn’t Change A Thing,1,0,142,0,273647,273647,2021/10/15,edm,Electronic
Wiz Khalifa ,Bootsy Bellows,1,0,156,0,273414,273414,2018/7/13,hip hop,Hip Hop
Netsky ,I Don’t Even Know You Anymore,1,0,165,0,273404,273404,2019/2/14,belgian edm,Electronic
Vampire Weekend ,Bambina,1,0,155,0,273187,273187,2019/5/3,baroque pop,Pop
YG ,Hard Bottoms & White Socks,1,0,162,0,273183,273183,2019/5/24,,undefined
Bon Iver ,AUATC,1,0,142,0,273182,273182,2020/8/6,chamber pop,Pop
Dominic Fike ,Vampire,1,0,138,0,273134,273134,2023/9/8,alternative pop rock,Rock
Florida Georgia Line ,Beer:30,1,0,141,0,273114,273114,2020/5/22,contemporary country,Country
Young Thug ,Oh Yeah,1,0,152,0,273080,273080,2020/7/9,atl hip hop,Hip Hop
Playboi Carti ,FlatBed Freestyle,1,0,158,0,273064,273064,2018/5/11,atl hip hop,Hip Hop
Vicente Fernández ,Hermoso Cariño,1,0,147,0,272865,272865,1993/12/13,mariachi,Latin
6LACK ,Long Nights,1,0,123,0,272656,272656,2019/10/17,atl hip hop,Hip Hop
Wiz Khalifa ,Alright,1,0,153,0,272558,272558,2015/3/16,hip hop,Hip Hop
JID ,Kody Blu 31,1,0,161,0,272472,272472,2022/10/31,hip hop,Hip Hop
The Chainsmokers ,Riptide,1,0,154,0,272442,272442,2014/9/8,pop,Pop
BROCKHAMPTON ,SAN MARCOS,1,0,147,0,272430,272430,2018/9/21,boy band,Pop
Bastille ,Joy,1,0,156,0,272384,272384,2018/10/5,metropopolis,Electronic
Asuking ,Am Sorry,1,0,96,0,272384,272384,2023/6/28,alternative metal,Metal
A$AP Rocky ,Peso,1,0,124,0,272292,272292,2023/3/16,east coast hip hop,Hip Hop
BROCKHAMPTON ,TONYA,1,0,148,0,272280,272280,2018/9/21,boy band,Pop
Clairo ,Softly,1,0,148,0,272166,272166,2023/8/18,bedroom pop,Pop
PARTYNEXTDOOR ,LOYAL,1,0,152,0,272104,272104,2017/4/14,r&b,R&B
Louis Tomlinson ,Miss You,1,0,111,0,272073,272073,2022/9/16,pop,Pop
Mitchell Tenpenny ,We Got History,1,0,162,0,272022,272022,2022/9/16,contemporary country,Country
Katy Perry ,Pendulum,1,0,95,0,272014,272014,2013/1/1,pop,Pop
Giveon ,Scarred,1,0,166,0,271943,271943,2014,r&b,R&B
KJoke ,Yeah I Made It,1,0,128,0,271892,271892,2022/3/7,detroit hip hop,Hip Hop
Gorillaz ,Kansas,1,0,144,0,271787,271787,1976,alternative hip hop,Hip Hop
Killer Mike ,Don't Die,1,0,100,0,271763,271763,2006/1/1,alternative hip hop,Hip Hop
5 Seconds of Summer ,Vapor,3,0,172,0,96291,271741,2023/10/26,boy band,Pop
Mac Miller ,Therapy,1,0,146,0,271600,271600,2021/11/12,hip hop,Hip Hop
Justin Bieber ,Christmas Eve,3,0,165,0,124908,271565,1996/10/15,canadian pop,Pop
Halsey ,1121,1,0,122,0,271514,271514,2021/8/27,electropop,Pop
ZAYN ,There You Are,1,0,183,0,271471,271471,2018/12/14,pop,Pop
Meek Mill ,Cold Hearted II,1,0,179,0,271356,271356,2018/11/30,hip hop,Hip Hop
BROCKHAMPTON ,GINGER,1,0,149,0,271343,271343,2019/8/23,boy band,Pop
Anderson .Paak ,CUT EM IN,1,0,139,0,271222,271222,2020/8/14,escape room,Pop
Harry Simeone Chorale ,The Little Drummer Boy  1965 Version,1,0,198,0,271104,271104,1965/11/1,,undefined
Joey Bada$$ ,Shine,1,0,142,0,271001,271001,2012/1/1,conscious hip hop,Hip Hop
Coolio ,Fantastic Voyage,1,0,129,0,270995,270995,1994/7/19,g funk,Hip Hop
Lauv ,Superhero,1,0,147,0,270993,270993,2022/12/2,pop,Pop
Lady Gaga ,Angel Down,2,0,160,0,148876,270967,2016/10/21,art pop,Pop
88rising ,Walking,1,0,150,0,270903,270903,2008/10/3,asian american hip hop,Hip Hop
Straight No Chaser ,Text Me Merry Christmas,3,0,110,0,98019,270749,2014/11/18,a cappella,Jazz
Anderson .Paak ,Headlow,1,0,144,0,270736,270736,2018/5/23,escape room,Pop
Ski Mask The Slump God ,Lost In Time,1,0,149,0,270725,270725,2022/7/8,hip hop,Hip Hop
A Boogie Wit da Hoodie ,Girls Go Down,1,0,180,0,270673,270673,2021/12/10,melodic rap,Hip Hop
Eslabon Armado ,LO QUE QUIERAS,1,0,188,0,270626,270626,2022/5/6,corrido,Latin
NF ,I Miss The Days,1,0,169,0,270601,270601,2019/7/26,hip hop,Hip Hop
Tom Petty and the Heartbreakers ,I Need To Know,1,0,118,0,270533,270533,1978/5/2,album rock,Rock
Jack Harlow ,Keep It Light,1,0,189,0,270522,270522,2020/12/11,deep underground hip hop,Hip Hop
Koe Wetzel ,Oklahoma Sun,1,0,164,0,270486,270486,2023/8/25,classic texas country,Country
Halsey ,honey,1,0,125,0,270449,270449,2020/10/27,electropop,Pop
Clean Bandit ,Higher,1,0,123,0,270402,270402,2020/9/25,pop,Pop
$uicideboy$ ,King Tulip,1,0,146,0,270299,270299,2018/9/7,cloud rap,Hip Hop
LANY ,Malibu Nights,1,0,170,0,270164,270164,2018/10/5,la pop,Pop
Ludacris ,S.O.T.L. (Silence of the Lambs),1,0,101,0,270141,270141,2020/5/21,atl hip hop,Hip Hop
Lizzo ,Truth Hurts (DaBaby Remix),1,0,150,0,269955,269955,2024/4/12,escape room,Pop
Glass Animals ,Space Ghost Coast To Coast,1,0,150,0,269950,269950,2020/8/7,gauze pop,Pop
Joey Bada$$ ,GOOD MORNING AMERIKKKA,1,0,112,0,269925,269925,2017/4/7,conscious hip hop,Hip Hop
Chance the Rapper ,4 Quarters In The Black (Skit),1,0,145,0,269785,269785,2019/7/26,chicago rap,Hip Hop
Tove Lo ,Talking Body  Gryffin Remix,4,0,188,0,74049,269762,2024/4/5,dance pop,Pop
Gunna ,9 TIMES OUTTA 10,1,0,134,0,269762,269762,2021/8/18,atl hip hop,Hip Hop
Don Toliver ,Crossfaded,1,0,128,0,269743,269743,2021/10/8,pop rap,Hip Hop
Giveon ,Lie Again,1,0,171,0,269731,269731,2022/6/24,r&b,R&B
Lana Del Rey ,Bartender,1,0,173,0,269652,269652,2005,art pop,Pop
Lil Durk ,Hear It Back,1,0,173,0,269650,269650,2022/6/24,chicago drill,Hip Hop
Linkin Park ,Points Of Authority,1,0,128,0,269551,269551,2000,alternative metal,Metal
Swedish House Mafia ,Lifetime,1,0,128,0,269447,269447,2024/1/12,edm,Electronic
YoungBoy Never Broke Again ,Rich Shit,1,0,147,0,269352,269352,2021/10/5,baton rouge rap,Hip Hop
Florence + The Machine ,Sky Full Of Song,1,0,134,0,269347,269347,2018/6/29,baroque pop,Pop
Baby Keem ,a life of pain,1,0,189,0,269339,269339,2022/10/28,hip hop,Hip Hop
Melanie Martinez ,The Bakery,1,0,155,0,269283,269283,2020/9/25,alt z,Pop
BTS ,No More Dream,1,0,174,0,269277,269277,2013/6/12,k-pop,Pop
Swae Lee ,Dance Like No One’s Watching,1,0,156,0,269216,269216,2024/2/2,melodic rap,Hip Hop
Still Woozy ,Pool,1,0,136,0,269159,269159,2019/1/27,bedroom pop,Pop
Julia Michaels ,Worst In Me,1,0,93,0,269151,269151,2016/8/19,pop,Pop
Logic ,God Might Judge,1,0,139,0,269070,269070,2021/7/30,conscious hip hop,Hip Hop
Rod Wave ,Got It Right,1,0,197,0,269043,269043,2022/11/18,florida rap,Hip Hop
LANY ,ex i never had,1,0,148,0,268982,268982,2021/9/3,la pop,Pop
Major Lazer ,Hell and High Water,1,0,129,0,268946,268946,1986/1/1,dance pop,Pop
Nardo Wick ,G Nikes,1,0,144,0,268933,268933,2022/10/13,florida drill,Hip Hop
Ajdaguru ,Love Yourself,1,0,93,0,268902,268902,2015/11/13,,undefined
J Balvin ,Machika,1,0,118,0,268888,268888,2018/5/25,reggaeton,Latin
The Lumineers ,Gale Song,2,0,133,0,144394,268850,2016/4/8,folk-pop,Pop
Len ,Steal My Sunshine,1,0,158,0,268821,268821,1999/5/25,rage rap,Hip Hop
Lil Baby ,If You Want To,1,0,139,0,268819,268819,2021/6/4,atl hip hop,Hip Hop
Coldplay ,Coloratura,1,0,130,0,268705,268705,2021/7/23,permanent wave,Rock
5 Seconds of Summer ,Catch Fire,3,0,179,0,98267,268580,2015/10/23,boy band,Pop
Jack Harlow ,Route 66,1,0,194,0,268467,268467,1961/1/1,deep underground hip hop,Hip Hop
Bebe Rexha ,Break My Heart Myself,1,0,122,0,268457,268457,2021/5/7,dance pop,Pop
BTS ,Serendipity (Full Length Edition),1,0,146,0,268435,268435,2018/8/24,k-pop,Pop
Grimes ,VIOLENCE,1,0,148,0,268375,268375,2022/11/18,art pop,Pop
Clinton Kane ,GO TO HELL,1,0,192,0,268350,268350,2021/12/3,alt z,Pop
YoungBoy Never Broke Again ,Toxic Punk,1,0,148,0,268284,268284,2021/10/5,baton rouge rap,Hip Hop
Kygo ,Riding Shotgun,1,0,129,0,268278,268278,2017/11/3,edm,Electronic
Maluma ,11:00 PM,1,0,166,0,268144,268144,2019/5/17,latin pop,Pop
Bleachers ,Secret Life,1,0,141,0,268102,268102,2021/7/30,indie pop,Pop
Solange ,Jerrod,1,0,198,0,268081,268081,2019/3/1,afrofuturism,R&B
